Running from this directory: /cluster/work/simennes/Project_thesis/Project_thesis
Name of job: tune_params
ID of job: 23134776
The job was run on these nodes: idun-07-07
[I 2025-10-17 13:09:10,215] Trial 0 finished with value: 0.12883757602187879 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.199031432379812, 'batch_norm': True, 'lr': 1.8408544111075837e-06, 'weight_decay': 5.5136510071208614e-05, 'epochs': 336, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 0 with value: 0.12883757602187879.
[I 2025-10-18 07:21:23,776] Trial 137 finished with value: 0.22184827401698418 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.4324028042427558, 'batch_norm': False, 'lr': 0.00016053601013249223, 'weight_decay': 7.093160848261412e-06, 'epochs': 207, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 101 with value: 0.227958491012354.
[I 2025-10-18 07:24:48,025] Trial 138 finished with value: 0.071100056826391 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.38886196952303065, 'batch_norm': False, 'lr': 0.00037906370571150926, 'weight_decay': 2.7647013280970832e-06, 'epochs': 249, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 101 with value: 0.227958491012354.
[I 2025-10-18 07:28:13,974] Trial 139 finished with value: 0.21559069298477182 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.4443260130677785, 'batch_norm': False, 'lr': 0.0001097143452409546, 'weight_decay': 8.55517057964772e-06, 'epochs': 258, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 101 with value: 0.227958491012354.
[I 2025-10-18 07:31:57,855] Trial 140 finished with value: 0.2219764520085314 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.42011464957841393, 'batch_norm': False, 'lr': 0.0002209389047225241, 'weight_decay': 4.413488788121205e-06, 'epochs': 282, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 101 with value: 0.227958491012354.
[I 2025-10-18 07:35:14,992] Trial 141 finished with value: 0.208391621098091 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.4062707321353315, 'batch_norm': False, 'lr': 0.0002664972342782774, 'weight_decay': 1.4135370180394357e-05, 'epochs': 247, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 101 with value: 0.227958491012354.
[I 2025-10-18 07:38:48,921] Trial 142 finished with value: 0.2324126625528922 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.4242894873809483, 'batch_norm': False, 'lr': 0.00033625117402401463, 'weight_decay': 8.361762772504232e-06, 'epochs': 269, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 142 with value: 0.2324126625528922.
[I 2025-10-18 07:42:23,337] Trial 143 finished with value: 0.2025704931440506 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.3967557991630292, 'batch_norm': False, 'lr': 0.0003478350887121432, 'weight_decay': 2.5200449327771656e-07, 'epochs': 269, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 142 with value: 0.2324126625528922.
[I 2025-10-18 07:46:03,751] Trial 144 finished with value: 0.2220865362125533 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.37098469988466715, 'batch_norm': False, 'lr': 0.00032284167980994627, 'weight_decay': 1.0767181830528372e-05, 'epochs': 276, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 142 with value: 0.2324126625528922.
[I 2025-10-18 07:49:15,283] Trial 145 finished with value: 0.2183270171523054 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.4368140125140366, 'batch_norm': False, 'lr': 0.000171402186134334, 'weight_decay': 1.5516250243867534e-06, 'epochs': 239, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 142 with value: 0.2324126625528922.
[I 2025-10-18 07:53:06,510] Trial 146 finished with value: 0.1902123692898735 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.41495944125143425, 'batch_norm': False, 'lr': 0.0004016849442036015, 'weight_decay': 7.815788096757593e-06, 'epochs': 290, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 142 with value: 0.2324126625528922.
[I 2025-10-18 07:54:03,491] Trial 147 finished with value: 0.047899075538483715 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.37737146615617645, 'batch_norm': False, 'lr': 0.0005388211380526398, 'weight_decay': 2.154042611347986e-06, 'epochs': 253, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 142 with value: 0.2324126625528922.
[I 2025-10-18 07:57:32,782] Trial 148 finished with value: 0.2110581652536908 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.4566167044000058, 'batch_norm': False, 'lr': 0.0001974782780755316, 'weight_decay': 3.335766615998744e-06, 'epochs': 262, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 142 with value: 0.2324126625528922.
[I 2025-10-18 08:01:16,017] Trial 149 finished with value: 0.16169675528204894 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.4271539211264707, 'batch_norm': True, 'lr': 0.0002883472929046571, 'weight_decay': 4.9290288125328045e-06, 'epochs': 271, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': True, 'symmetrize_mode': 'mutual'}. Best is trial 142 with value: 0.2324126625528922.
[I 2025-10-18 08:02:51,316] Trial 0 finished with value: 0.05454719391450077 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.199031432379812, 'batch_norm': True, 'lr': 1.8408544111075837e-06, 'weight_decay': 5.5136510071208614e-05, 'epochs': 336, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 0 with value: 0.05454719391450077.
[I 2025-10-18 08:03:59,239] Trial 1 finished with value: 0.07179298515106253 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.3170069966666469, 'batch_norm': True, 'lr': 8.93699563453483e-05, 'weight_decay': 2.536038332206416e-05, 'epochs': 290, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 4, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 1 with value: 0.07179298515106253.
[I 2025-10-18 08:05:22,796] Trial 2 finished with value: 0.1317435484473128 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.275826319716044, 'batch_norm': True, 'lr': 0.0004485485309869717, 'weight_decay': 2.0046868950224612e-06, 'epochs': 91, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 2 with value: 0.1317435484473128.
[I 2025-10-18 08:06:24,009] Trial 3 finished with value: 0.08796924122159053 and parameters: {'hidden_dims': '[256, 128, 64]', 'dropout': 0.3951006814927115, 'batch_norm': False, 'lr': 1.7331624470191415e-06, 'weight_decay': 1.6666318356529153e-06, 'epochs': 142, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': True, 'symmetrize_mode': 'mutual'}. Best is trial 2 with value: 0.1317435484473128.
[I 2025-10-18 08:06:53,297] Trial 4 finished with value: 0.020704460566769178 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.39891832398148686, 'batch_norm': False, 'lr': 1.1917889272889587e-06, 'weight_decay': 1.6302351115057956e-06, 'epochs': 115, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 2 with value: 0.1317435484473128.
[I 2025-10-18 08:08:20,901] Trial 5 finished with value: 0.14381513203619656 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.5269668752502432, 'batch_norm': False, 'lr': 0.00022174169137101815, 'weight_decay': 7.488782916686469e-05, 'epochs': 222, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'mutual'}. Best is trial 5 with value: 0.14381513203619656.
[I 2025-10-18 08:09:56,860] Trial 6 finished with value: 0.058650749743692644 and parameters: {'hidden_dims': '[256, 128, 64]', 'dropout': 0.20938467458976837, 'batch_norm': True, 'lr': 0.00017132065349580424, 'weight_decay': 7.570789545936101e-06, 'epochs': 226, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': True, 'symmetrize_mode': 'mutual'}. Best is trial 5 with value: 0.14381513203619656.
[I 2025-10-18 08:12:56,882] Trial 7 finished with value: 0.16778858948872077 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.5889496317010025, 'batch_norm': False, 'lr': 4.838069255103695e-05, 'weight_decay': 0.0003231029820065669, 'epochs': 221, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.16778858948872077.
[I 2025-10-18 08:14:11,984] Trial 8 finished with value: 0.02944948552661478 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.19905032860813446, 'batch_norm': True, 'lr': 1.2962030165732244e-06, 'weight_decay': 1.326598071105465e-07, 'epochs': 180, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 4, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 7 with value: 0.16778858948872077.
[I 2025-10-18 08:14:36,920] Trial 9 finished with value: 0.150651035429029 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.18802106664184695, 'batch_norm': False, 'lr': 2.831800609272248e-05, 'weight_decay': 0.00023853009335908395, 'epochs': 94, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 7 with value: 0.16778858948872077.
[I 2025-10-18 08:15:23,381] Trial 10 finished with value: 0.07505163398997716 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.5885461262002587, 'batch_norm': False, 'lr': 1.080428984628536e-05, 'weight_decay': 0.0005489772228037724, 'epochs': 48, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 7 with value: 0.16778858948872077.
[I 2025-10-18 08:19:09,079] Trial 11 finished with value: 0.2025744813051731 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.10980382434199504, 'batch_norm': False, 'lr': 2.065554312960922e-05, 'weight_decay': 0.000991435534727732, 'epochs': 270, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 11 with value: 0.2025744813051731.
[I 2025-10-18 08:22:51,949] Trial 12 finished with value: 0.13848792360722234 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.10131939749403998, 'batch_norm': False, 'lr': 1.4855294888750152e-05, 'weight_decay': 0.0008094686515639293, 'epochs': 272, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 1, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 11 with value: 0.2025744813051731.
[I 2025-10-18 08:26:33,252] Trial 13 finished with value: 0.17483531623978846 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.4783059960385703, 'batch_norm': False, 'lr': 5.0263409807707696e-05, 'weight_decay': 0.00021970526440815599, 'epochs': 272, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 11 with value: 0.2025744813051731.
[I 2025-10-18 08:30:35,914] Trial 14 finished with value: 0.156748473748639 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.4788920497026776, 'batch_norm': False, 'lr': 5.431923543664414e-06, 'weight_decay': 0.00012692395047656633, 'epochs': 291, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 11 with value: 0.2025744813051731.
[I 2025-10-18 08:35:18,561] Trial 15 finished with value: 0.07289451405988275 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.4524855080427342, 'batch_norm': False, 'lr': 0.0008373318964602698, 'weight_decay': 0.0007712208400110219, 'epochs': 346, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 11 with value: 0.2025744813051731.
[I 2025-10-18 08:38:47,264] Trial 16 finished with value: 0.18574477847092544 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.10525811331266019, 'batch_norm': False, 'lr': 4.032047174154937e-05, 'weight_decay': 1.0573017636582723e-05, 'epochs': 257, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 11 with value: 0.2025744813051731.
[I 2025-10-18 08:41:15,861] Trial 17 finished with value: 0.20898847949905658 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.10851768376374371, 'batch_norm': False, 'lr': 5.182185856553739e-06, 'weight_decay': 1.4701510148896456e-07, 'epochs': 174, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 08:43:45,593] Trial 18 finished with value: 0.20611105722324183 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.1497829838489148, 'batch_norm': False, 'lr': 3.763920560894719e-06, 'weight_decay': 1.166442996945544e-07, 'epochs': 175, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 08:46:06,971] Trial 19 finished with value: 0.15809958914059485 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.2685862711210456, 'batch_norm': False, 'lr': 4.6847825665747424e-06, 'weight_decay': 1.260488221481365e-07, 'epochs': 167, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 3, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 08:48:12,978] Trial 20 finished with value: 0.1877189182725262 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.15782591242209146, 'batch_norm': False, 'lr': 4.27201637931355e-06, 'weight_decay': 3.019156654015594e-07, 'epochs': 146, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 08:50:52,711] Trial 21 finished with value: 0.19688638279967557 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.12856618324110483, 'batch_norm': False, 'lr': 1.1016481793428269e-05, 'weight_decay': 2.5386748420677225e-07, 'epochs': 189, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 08:53:52,675] Trial 22 finished with value: 0.15833655638948327 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.15107291988382038, 'batch_norm': False, 'lr': 3.272079906859418e-06, 'weight_decay': 6.432567704131053e-07, 'epochs': 212, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 08:56:05,825] Trial 23 finished with value: 0.18504986668062215 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.24844533555822124, 'batch_norm': False, 'lr': 8.787681128500885e-06, 'weight_decay': 4.3283267926078537e-07, 'epochs': 154, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 08:59:24,314] Trial 24 finished with value: 0.2029096532968441 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.15073575029516695, 'batch_norm': False, 'lr': 1.7514720325551077e-05, 'weight_decay': 8.334172580064159e-07, 'epochs': 239, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:02:49,317] Trial 25 finished with value: 0.18680738368250127 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.23824248015834318, 'batch_norm': False, 'lr': 2.562735042574464e-06, 'weight_decay': 8.562860817284288e-07, 'epochs': 242, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:05:31,864] Trial 26 finished with value: 0.2021891362988084 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.16717393036001532, 'batch_norm': False, 'lr': 7.001126478115691e-06, 'weight_decay': 2.008372655262435e-07, 'epochs': 191, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:07:30,563] Trial 27 finished with value: 0.10916006430969727 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.31961183409712185, 'batch_norm': True, 'lr': 1.6782730126439945e-05, 'weight_decay': 3.403498581725721e-06, 'epochs': 134, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:10:22,778] Trial 28 finished with value: 0.19154318490283065 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.14383938770622176, 'batch_norm': False, 'lr': 2.6696067428567835e-06, 'weight_decay': 8.956868842145244e-07, 'epochs': 203, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:12:48,119] Trial 29 finished with value: 0.08991957903378295 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.2214421580223473, 'batch_norm': True, 'lr': 2.5358982636547916e-05, 'weight_decay': 1.003014747176427e-07, 'epochs': 167, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:14:31,185] Trial 30 finished with value: 0.12326906635537829 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.18131286305970887, 'batch_norm': False, 'lr': 7.905983754838479e-05, 'weight_decay': 3.550637303894551e-07, 'epochs': 120, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:18:53,632] Trial 31 finished with value: 0.18143380696650482 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.10126910236113239, 'batch_norm': False, 'lr': 1.86760188837566e-05, 'weight_decay': 5.113956964592984e-06, 'epochs': 316, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:20:38,254] Trial 32 finished with value: 0.20038842876054552 and parameters: {'hidden_dims': '[256, 128, 64]', 'dropout': 0.12942324152349677, 'batch_norm': False, 'lr': 5.795373261164066e-06, 'weight_decay': 1.6654311235466497e-05, 'epochs': 247, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:22:35,516] Trial 33 finished with value: 0.1941046769314387 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.13579581074050465, 'batch_norm': False, 'lr': 8.142117040603215e-06, 'weight_decay': 2.7940818059275912e-05, 'epochs': 287, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:26:48,500] Trial 34 finished with value: 0.08994561062529144 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.17271049681943004, 'batch_norm': True, 'lr': 1.9384902802153688e-06, 'weight_decay': 4.844067292280293e-07, 'epochs': 302, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:28:00,761] Trial 35 finished with value: 0.17411674192742382 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.2998364776011369, 'batch_norm': False, 'lr': 2.1434473325545498e-05, 'weight_decay': 1.9691549721979953e-07, 'epochs': 318, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 4, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:31:20,870] Trial 36 finished with value: 0.19238313743898344 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.36268941627597195, 'batch_norm': False, 'lr': 1.2621724138029247e-05, 'weight_decay': 1.1828086088229448e-06, 'epochs': 236, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:33:10,633] Trial 37 finished with value: 0.08015072451946491 and parameters: {'hidden_dims': '[256, 128, 64]', 'dropout': 0.2223251975599824, 'batch_norm': True, 'lr': 7.248219419509696e-05, 'weight_decay': 2.6080231118617823e-06, 'epochs': 258, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:36:00,934] Trial 38 finished with value: 0.17496621052656244 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.13586862086138307, 'batch_norm': False, 'lr': 0.00013704294145524076, 'weight_decay': 5.78521008279438e-05, 'epochs': 208, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:37:13,955] Trial 39 finished with value: 0.17030073572053941 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.19777696104508652, 'batch_norm': False, 'lr': 1.610804242174263e-06, 'weight_decay': 3.0458698996568318e-05, 'epochs': 173, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:37:37,066] Trial 40 finished with value: 0.11714910990477902 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.2667418107486949, 'batch_norm': True, 'lr': 3.879354307881659e-06, 'weight_decay': 1.6793285844879957e-07, 'epochs': 84, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:40:22,922] Trial 41 finished with value: 0.2004273201955447 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.15939553017371932, 'batch_norm': False, 'lr': 6.612796826263394e-06, 'weight_decay': 2.4511729653391557e-07, 'epochs': 193, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:43:35,449] Trial 42 finished with value: 0.19989528506995272 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.11898044987880392, 'batch_norm': False, 'lr': 6.953006036145793e-06, 'weight_decay': 1.0289270803264143e-07, 'epochs': 229, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:46:11,345] Trial 43 finished with value: 0.1599495109375149 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.1736910728943988, 'batch_norm': False, 'lr': 1.0379953803372485e-06, 'weight_decay': 1.7952225847352198e-07, 'epochs': 182, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
[I 2025-10-18 09:49:15,106] Trial 44 finished with value: 0.20104789065636788 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.1634629165998056, 'batch_norm': False, 'lr': 3.2290910456825136e-05, 'weight_decay': 5.768941514289192e-07, 'epochs': 220, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 17 with value: 0.20898847949905658.
